0.224991591	0.224991591	NA	-0.285427742
-0.974542528	-0.974542528	NA	-2.333531765
0.195909692	0.195909692	NA	0.046818069
NA	NA	NA	NA
NA	NA	NA	NA
1.775068818	1.775068818	NA	NA
-1.006480687	-1.006480687	NA	-0.305314567
-0.781086242	-0.781086242	NA	-1.692732852
1.792520394	1.792520394	NA	-0.177824559
NA	NA	NA	NA
0.630498025	NA	0.630498025	0.946936993
NA	NA	NA	NA
-1.710172158	NA	-1.710172158	NA
0.445403243	0.445403243	NA	0.347146831
0.20316369	0.20316369	NA	2.475871535
NA	NA	NA	NA
NA	NA	NA	NA
-0.33598864	-0.33598864	NA	-0.539936962
-2.290612841	NA	-2.290612841	NA
NA	NA	NA	-0.295356553
NA	NA	NA	NA
-0.107762113	-0.107762113	NA	NA
0.477040428	0.477040428	NA	NA
NA	NA	NA	NA
-0.685691288	-0.685691288	NA	0.231291168
NA	NA	NA	NA
NA	NA	NA	NA
-1.184613713	-1.184613713	NA	-1.396186876
NA	NA	NA	NA
NA	NA	NA	1.283356837
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
-0.968841828	NA	-0.968841828	-0.413672562
NA	NA	NA	-1.162735807
1.195440696	NA	1.195440696	NA
NA	NA	NA	1.363310069
-0.307903151	-0.307903151	NA	-0.64588408
0.558364155	0.558364155	NA	-0.03729077
NA	NA	NA	NA
NA	NA	NA	NA
-1.355754461	NA	-1.355754461	NA
0.55007271	NA	0.55007271	0.593970797
NA	NA	NA	-1.583572047
NA	NA	NA	NA
-2.809325722	-2.809325722	NA	NA
0.566694165	0.566694165	NA	NA
2.809325722	NA	2.809325722	1.430646179
0.579263563	NA	0.579263563	0.738638429
1.115727006	1.115727006	NA	-1.589155384
-1.435783945	-1.435783945	NA	NA
-0.564607996	-0.564607996	NA	-0.218274566
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	-0.064296454
-0.690196026	-0.690196026	NA	NA
-1.228794308	NA	-1.228794308	-0.565815825
1.766541983	NA	1.766541983	-0.187503573
2.035068593	2.035068593	NA	-1.184852048
0.32659843	0.32659843	NA	NA
NA	NA	NA	2.125507322
NA	NA	NA	NA
NA	NA	NA	-0.96699946
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
-0.304177182	-0.304177182	NA	0.367439598
NA	NA	NA	NA
NA	NA	NA	NA
1.430818396	NA	1.430818396	NA
-0.064933497	-0.064933497	NA	NA
-0.029337092	-0.029337092	NA	0.759642422
-1.598511995	NA	-1.598511995	-0.820334724
-0.063152096	-0.063152096	NA	-1.062575101
NA	NA	NA	NA
-0.541818911	-0.541818911	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	1.172144016
1.579661543	1.579661543	NA	0.382758635
-0.334108253	-0.334108253	NA	0.508989629
NA	NA	NA	NA
-0.453269615	NA	-0.453269615	NA
0.109550389	0.109550389	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
-1.173923841	NA	-1.173923841	NA
1.445822654	NA	1.445822654	0.910311552
0.687941912	NA	0.687941912	0.898371845
0.377672689	0.377672689	NA	-0.98487893
NA	NA	NA	NA
0.525420681	0.525420681	NA	-0.345462317
0.535652726	0.535652726	NA	NA
0.134625725	0.134625725	NA	0.348832331
-0.43170278	-0.43170278	NA	-0.609180109
NA	NA	NA	NA
-0.084543758	-0.084543758	NA	-1.898768377
0.002666629	0.002666629	NA	0.030941171
1.503834003	NA	1.503834003	0.31530295
NA	NA	NA	0.045229914
NA	NA	NA	NA
-0.60468236	-0.60468236	NA	NA
0.802980829	NA	0.802980829	-0.592079329
NA	NA	NA	1.520119229
NA	NA	NA	0.193965965
NA	NA	NA	NA
0.154386542	NA	0.154386542	0.384466243
1.064208974	1.064208974	NA	-0.815900647
0.624005286	0.624005286	NA	NA
1.042536266	1.042536266	NA	-0.586417575
0.517274519	NA	0.517274519	-0.410218638
0.575063685	0.575063685	NA	0.203674853
-0.606818106	-0.606818106	NA	NA
NA	NA	NA	NA
0.412269578	NA	0.412269578	NA
-1.37838288	-1.37838288	NA	-0.949423893
NA	NA	NA	0.139265304
-0.59404462	-0.59404462	NA	NA
NA	NA	NA	NA
0.790770351	NA	0.790770351	0.040466118
-0.296737838	-0.296737838	NA	-0.713855631
0.18504787	0.18504787	NA	1.241132076
0.545941162	0.545941162	NA	NA
NA	NA	NA	NA
0.93527734	NA	0.93527734	NA
0.029337092	0.029337092	NA	-1.37546496
-0.385320466	-0.385320466	NA	NA
2.111239014	2.111239014	NA	-1.480996167
1.549437455	1.549437455	NA	-0.503579414
NA	NA	NA	NA
0.086328009	0.086328009	NA	-0.877196813
0.479033364	0.479033364	NA	1.617844087
NA	NA	NA	NA
NA	NA	NA	NA
0.156185856	0.156185856	NA	0.671505222
NA	NA	NA	1.826855364
NA	NA	NA	NA
NA	NA	NA	NA
1.271513299	1.271513299	NA	NA
-1.251812216	-1.251812216	NA	NA
0.499069396	0.499069396	NA	0.577022804
NA	NA	NA	NA
NA	NA	NA	NA
-0.615388972	-0.615388972	NA	NA
0.243263319	0.243263319	NA	-0.879530093
1.228794308	1.228794308	NA	NA
NA	NA	NA	NA
0.860775498	0.860775498	NA	NA
0.004444391	0.004444391	NA	-0.260726022
0.812836062	0.812836062	NA	-0.703658341
1.466349151	NA	1.466349151	0.357274823
-1.299953166	-1.299953166	NA	NA
0.032894316	0.032894316	NA	0.277175215
NA	NA	NA	NA
0.661158553	0.661158553	NA	NA
NA	NA	NA	1.741216879
NA	NA	NA	-0.381052144
-1.092830824	-1.092830824	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
0.67448975	0.67448975	NA	0.628392521
NA	NA	NA	NA
0.252429346	NA	0.252429346	0.099317636
0.868526114	0.868526114	NA	-0.268941522
-0.924321122	-0.924321122	NA	-1.1880591
NA	NA	NA	NA
NA	NA	NA	NA
-0.206794678	-0.206794678	NA	NA
NA	NA	NA	1.035077089
-0.537705847	-0.537705847	NA	0.202055396
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
0.381493788	NA	0.381493788	NA
0.927049741	0.927049741	NA	-0.630326463
NA	NA	NA	NA
